CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
less_0,11,prior_payments_delayed,furniture,1480,less_100,1_to_4,3,male,none,2,car_other,32,bank,rent,1,unskilled,2,yes,yes,No Risk
0_to_200,4,all_credits_paid_back,furniture,4231,less_100,1_to_4,2,female,none,1,real_estate,19,none,own,1,skilled,1,none,yes,No Risk
no_checking,36,outstanding_credit,appliances,6440,greater_1000,4_to_7,5,male,co-applicant,4,car_other,45,none,own,2,management_self-employed,1,yes,yes,Risk
0_to_200,24,credits_paid_to_date,furniture,4031,less_100,1_to_4,3,male,none,2,car_other,19,none,own,1,skilled,1,none,yes,Risk
less_0,17,prior_payments_delayed,car_new,2569,less_100,less_1,1,male,none,1,car_other,41,bank,rent,2,unemployed,1,yes,yes,No Risk
0_to_200,14,credits_paid_to_date,car_new,1330,less_100,4_to_7,2,male,none,3,car_other,30,none,rent,1,skilled,1,none,yes,No Risk
no_checking,29,outstanding_credit,radio_tv,5375,500_to_1000,greater_7,4,male,co-applicant,3,unknown,59,stores,free,2,unskilled,1,yes,yes,Risk
0_to_200,15,credits_paid_to_date,appliances,250,less_100,less_1,2,female,none,2,savings_insurance,32,none,own,1,skilled,1,none,yes,No Risk
0_to_200,14,credits_paid_to_date,furniture,1326,less_100,1_to_4,2,female,none,2,real_estate,30,none,own,1,skilled,1,yes,yes,No Risk
no_checking,34,outstanding_credit,appliances,2838,500_to_1000,greater_7,4,female,none,4,savings_insurance,35,none,free,1,skilled,1,yes,yes,Risk
no_checking,42,credits_paid_to_date,furniture,5606,greater_1000,greater_7,4,male,none,3,car_other,47,none,own,3,skilled,1,none,yes,Risk
less_0,7,no_credits,repairs,250,100_to_500,unemployed,1,male,none,2,real_estate,19,stores,rent,1,unskilled,1,none,yes,No Risk
no_checking,26,prior_payments_delayed,radio_tv,7597,100_to_500,greater_7,4,female,none,4,car_other,43,none,free,2,skilled,1,yes,yes,Risk
no_checking,16,outstanding_credit,car_used,1485,500_to_1000,1_to_4,3,male,none,4,savings_insurance,28,stores,rent,1,unskilled,1,yes,yes,No Risk
greater_200,29,prior_payments_delayed,furniture,4860,100_to_500,greater_7,3,male,none,4,savings_insurance,44,none,own,1,skilled,1,none,yes,No Risk
less_0,4,credits_paid_to_date,car_new,250,100_to_500,less_1,2,female,none,2,real_estate,33,none,rent,1,skilled,1,none,yes,No Risk
less_0,9,prior_payments_delayed,car_new,2274,less_100,1_to_4,2,male,none,3,car_other,31,none,rent,1,skilled,2,none,yes,Risk
no_checking,29,prior_payments_delayed,car_used,7120,unknown,4_to_7,4,male,none,4,unknown,50,none,own,3,skilled,2,yes,yes,Risk
less_0,21,prior_payments_delayed,radio_tv,2085,less_100,4_to_7,3,female,none,2,savings_insurance,30,stores,own,1,skilled,1,none,yes,No Risk
no_checking,10,credits_paid_to_date,vacation,1487,greater_1000,1_to_4,3,male,none,2,real_estate,36,none,own,1,management_self-employed,2,none,yes,No Risk
less_0,20,credits_paid_to_date,furniture,1971,less_100,1_to_4,3,male,none,3,savings_insurance,28,none,rent,1,skilled,1,none,yes,Risk
less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,3,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk
no_checking,27,prior_payments_delayed,appliances,6905,100_to_500,4_to_7,4,male,none,4,savings_insurance,41,none,own,2,management_self-employed,1,none,yes,No Risk
less_0,4,credits_paid_to_date,car_new,250,less_100,unemployed,2,female,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk
greater_200,22,prior_payments_delayed,radio_tv,3995,100_to_500,1_to_4,4,male,none,3,savings_insurance,46,stores,own,1,unskilled,1,yes,yes,No Risk
0_to_200,12,credits_paid_to_date,car_new,250,less_100,1_to_4,3,female,none,3,real_estate,29,none,own,1,skilled,1,none,yes,No Risk
0_to_200,20,credits_paid_to_date,retraining,2786,less_100,4_to_7,4,female,none,2,car_other,37,stores,own,2,unskilled,1,yes,yes,Risk
no_checking,30,prior_payments_delayed,radio_tv,4615,greater_1000,4_to_7,4,female,none,5,unknown,39,stores,own,2,unskilled,2,yes,yes,Risk
no_checking,35,outstanding_credit,appliances,5520,500_to_1000,4_to_7,4,male,none,4,car_other,43,none,own,2,skilled,2,yes,yes,No Risk
0_to_200,4,credits_paid_to_date,car_used,250,500_to_1000,4_to_7,2,male,none,1,savings_insurance,31,none,own,1,skilled,1,yes,yes,No Risk
less_0,15,credits_paid_to_date,appliances,816,less_100,4_to_7,2,female,none,1,savings_insurance,26,none,own,1,skilled,1,none,yes,No Risk
no_checking,56,outstanding_credit,retraining,7417,unknown,greater_7,4,male,co-applicant,5,car_other,49,none,free,3,skilled,2,yes,yes,Risk
no_checking,37,prior_payments_delayed,furniture,6633,500_to_1000,1_to_4,3,female,none,4,car_other,55,none,own,2,skilled,1,yes,yes,Risk
less_0,4,all_credits_paid_back,repairs,1910,less_100,unemployed,1,female,none,1,real_estate,19,none,rent,1,management_self-employed,1,none,yes,No Risk
no_checking,24,prior_payments_delayed,furniture,4738,100_to_500,greater_7,3,female,none,4,car_other,47,none,own,2,skilled,1,yes,yes,Risk
0_to_200,4,all_credits_paid_back,car_new,250,less_100,unemployed,2,female,none,3,savings_insurance,24,none,own,1,management_self-employed,1,none,yes,No Risk
0_to_200,14,credits_paid_to_date,repairs,2092,500_to_1000,1_to_4,1,female,none,1,real_estate,32,stores,own,1,skilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,348,less_100,unemployed,2,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
no_checking,28,prior_payments_delayed,appliances,7988,100_to_500,greater_7,4,male,none,4,car_other,50,none,free,2,skilled,1,none,yes,Risk
less_0,12,all_credits_paid_back,car_new,250,less_100,less_1,2,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,23,credits_paid_to_date,furniture,2293,less_100,1_to_4,2,female,none,1,real_estate,36,bank,rent,1,unemployed,1,none,yes,No Risk
no_checking,34,prior_payments_delayed,radio_tv,7197,greater_1000,1_to_4,4,male,none,4,savings_insurance,24,none,own,2,management_self-employed,1,yes,yes,Risk
less_0,18,prior_payments_delayed,radio_tv,2575,greater_1000,greater_7,3,male,none,1,car_other,43,stores,own,2,unskilled,1,none,yes,No Risk
no_checking,56,outstanding_credit,appliances,8005,unknown,4_to_7,5,male,guarantor,4,car_other,56,none,free,2,skilled,1,yes,yes,Risk
greater_200,24,credits_paid_to_date,radio_tv,5526,500_to_1000,1_to_4,3,female,co-applicant,4,car_other,57,none,own,3,skilled,1,yes,yes,Risk
less_0,10,prior_payments_delayed,car_used,250,500_to_1000,1_to_4,2,female,none,2,real_estate,31,stores,rent,1,skilled,1,none,yes,No Risk
no_checking,32,prior_payments_delayed,car_used,6881,100_to_500,4_to_7,4,female,none,5,car_other,47,none,free,2,skilled,1,none,yes,Risk
0_to_200,34,outstanding_credit,appliances,3399,500_to_1000,4_to_7,4,male,none,3,savings_insurance,27,none,own,1,skilled,1,yes,yes,No Risk
no_checking,25,prior_payments_delayed,car_used,6254,100_to_500,1_to_4,4,male,none,3,unknown,43,none,own,2,management_self-employed,1,yes,yes,Risk
less_0,20,credits_paid_to_date,car_used,2218,less_100,1_to_4,3,male,none,2,savings_insurance,21,bank,rent,1,unemployed,1,none,yes,No Risk
less_0,22,credits_paid_to_date,car_new,1353,less_100,4_to_7,2,male,none,3,savings_insurance,29,stores,own,2,skilled,1,none,no,No Risk
less_0,25,all_credits_paid_back,car_new,250,500_to_1000,1_to_4,2,male,none,3,real_estate,23,none,rent,2,skilled,1,none,yes,No Risk
no_checking,46,outstanding_credit,repairs,5579,greater_1000,4_to_7,5,male,co-applicant,5,unknown,41,none,own,1,skilled,1,yes,yes,Risk
no_checking,22,credits_paid_to_date,furniture,2900,100_to_500,1_to_4,3,female,none,4,real_estate,35,none,own,2,skilled,1,none,yes,No Risk
less_0,26,credits_paid_to_date,business,6052,less_100,1_to_4,3,male,none,2,car_other,28,none,own,2,skilled,1,none,yes,No Risk
no_checking,8,all_credits_paid_back,car_new,429,less_100,unemployed,1,female,none,3,real_estate,31,stores,rent,1,unskilled,1,none,yes,No Risk
0_to_200,28,credits_paid_to_date,radio_tv,3801,less_100,4_to_7,3,female,none,3,savings_insurance,54,stores,free,2,skilled,1,none,yes,Risk
no_checking,15,credits_paid_to_date,car_used,3998,less_100,4_to_7,3,male,none,4,car_other,32,none,own,1,skilled,1,none,yes,Risk
greater_200,30,prior_payments_delayed,appliances,9655,less_100,1_to_4,3,male,none,3,unknown,37,none,own,2,skilled,1,none,yes,No Risk
0_to_200,4,prior_payments_delayed,car_new,250,less_100,less_1,2,female,none,2,real_estate,24,none,own,1,skilled,1,none,yes,No Risk
less_0,12,all_credits_paid_back,car_used,916,less_100,less_1,2,female,co-applicant,2,savings_insurance,38,none,own,1,skilled,1,none,yes,No Risk
no_checking,15,credits_paid_to_date,car_new,3869,less_100,1_to_4,2,male,none,3,car_other,39,none,own,1,skilled,1,yes,yes,No Risk
less_0,12,all_credits_paid_back,furniture,1248,less_100,1_to_4,2,female,none,2,savings_insurance,37,none,own,1,skilled,1,none,yes,No Risk
no_checking,24,prior_payments_delayed,furniture,4416,unknown,4_to_7,4,male,none,3,savings_insurance,47,none,own,2,skilled,1,none,yes,No Risk
less_0,8,all_credits_paid_back,education,978,less_100,unemployed,2,female,none,1,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk
no_checking,8,credits_paid_to_date,furniture,463,greater_1000,4_to_7,3,male,none,3,savings_insurance,34,none,own,1,skilled,1,none,yes,Risk
no_checking,37,outstanding_credit,repairs,6793,greater_1000,greater_7,4,male,co-applicant,5,unknown,51,none,free,2,skilled,1,yes,yes,Risk
0_to_200,4,credits_paid_to_date,car_new,1850,less_100,less_1,2,female,none,1,car_other,19,none,rent,1,skilled,1,none,yes,No Risk
no_checking,49,outstanding_credit,other,7409,500_to_1000,greater_7,5,male,co-applicant,3,unknown,48,none,own,2,skilled,1,none,yes,Risk
greater_200,4,prior_payments_delayed,vacation,250,less_100,4_to_7,3,male,none,3,real_estate,24,none,own,2,management_self-employed,1,yes,yes,No Risk
less_0,25,prior_payments_delayed,radio_tv,4386,greater_1000,less_1,3,female,none,2,car_other,32,none,own,2,skilled,1,none,yes,Risk
no_checking,36,prior_payments_delayed,appliances,2433,500_to_1000,4_to_7,3,male,none,4,savings_insurance,40,none,own,1,skilled,2,yes,yes,No Risk
less_0,19,credits_paid_to_date,car_new,2578,500_to_1000,1_to_4,2,male,co-applicant,3,car_other,43,stores,own,1,unskilled,1,none,yes,Risk
less_0,8,credits_paid_to_date,car_used,250,less_100,unemployed,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
no_checking,29,prior_payments_delayed,appliances,4940,100_to_500,greater_7,3,male,none,3,car_other,47,none,own,2,skilled,1,none,yes,Risk
less_0,12,prior_payments_delayed,car_new,250,less_100,unemployed,2,female,none,3,savings_insurance,19,none,rent,1,skilled,1,yes,yes,No Risk
less_0,8,no_credits,appliances,4641,less_100,1_to_4,3,male,none,2,car_other,40,none,own,2,skilled,2,none,yes,No Risk
no_checking,34,credits_paid_to_date,appliances,4153,greater_1000,1_to_4,2,female,none,2,car_other,33,none,own,1,skilled,1,yes,yes,No Risk
0_to_200,23,outstanding_credit,furniture,2457,500_to_1000,greater_7,4,female,co-applicant,4,car_other,50,stores,own,1,unskilled,1,none,yes,No Risk
no_checking,10,prior_payments_delayed,repairs,2560,100_to_500,1_to_4,3,male,none,2,car_other,28,none,own,1,management_self-employed,1,none,yes,Risk
0_to_200,22,outstanding_credit,business,3705,100_to_500,4_to_7,2,male,none,2,unknown,32,none,own,1,skilled,1,yes,yes,No Risk
0_to_200,23,outstanding_credit,appliances,4826,100_to_500,1_to_4,4,male,none,4,unknown,22,none,own,2,skilled,1,yes,yes,Risk
no_checking,41,prior_payments_delayed,furniture,6898,greater_1000,greater_7,4,male,guarantor,5,car_other,55,none,free,2,skilled,2,yes,yes,Risk
less_0,11,no_credits,car_new,250,less_100,1_to_4,2,male,none,2,real_estate,28,bank,rent,1,unemployed,1,none,yes,No Risk
no_checking,35,prior_payments_delayed,radio_tv,8608,100_to_500,1_to_4,4,male,none,4,unknown,48,none,free,2,skilled,1,yes,yes,Risk
no_checking,32,outstanding_credit,appliances,2775,greater_1000,greater_7,5,male,none,5,car_other,48,none,free,2,skilled,1,yes,yes,Risk
greater_200,24,prior_payments_delayed,radio_tv,4174,100_to_500,1_to_4,3,male,co-applicant,3,unknown,44,none,own,1,skilled,1,yes,yes,No Risk
no_checking,24,prior_payments_delayed,furniture,5991,greater_1000,less_1,3,female,none,4,savings_insurance,32,none,free,2,management_self-employed,1,none,yes,No Risk
less_0,10,prior_payments_delayed,furniture,2014,less_100,1_to_4,3,female,co-applicant,1,real_estate,41,stores,own,1,skilled,1,none,yes,No Risk
greater_200,9,credits_paid_to_date,furniture,2620,less_100,4_to_7,4,male,none,2,real_estate,31,none,own,1,management_self-employed,2,none,yes,No Risk
no_checking,45,outstanding_credit,education,7616,greater_1000,greater_7,5,male,co-applicant,5,unknown,53,none,free,2,management_self-employed,2,yes,yes,Risk
no_checking,11,credits_paid_to_date,car_new,3228,100_to_500,4_to_7,3,female,none,4,car_other,34,none,own,2,skilled,1,yes,yes,Risk
no_checking,27,prior_payments_delayed,education,6035,unknown,greater_7,4,female,none,4,car_other,45,none,own,2,skilled,1,none,yes,Risk
less_0,5,prior_payments_delayed,car_new,250,100_to_500,less_1,2,male,none,2,savings_insurance,20,bank,rent,1,unskilled,1,none,yes,No Risk
no_checking,33,prior_payments_delayed,appliances,5799,500_to_1000,greater_7,4,male,none,3,car_other,46,none,free,2,skilled,1,yes,yes,Risk
0_to_200,11,prior_payments_delayed,furniture,1198,less_100,4_to_7,3,male,none,2,savings_insurance,34,bank,rent,1,unskilled,1,yes,yes,No Risk
no_checking,26,prior_payments_delayed,radio_tv,6346,100_to_500,1_to_4,3,female,none,3,car_other,41,none,own,1,skilled,1,yes,yes,Risk
less_0,12,all_credits_paid_back,car_used,250,less_100,unemployed,2,female,co-applicant,2,savings_insurance,19,stores,own,1,skilled,1,none,yes,No Risk
no_checking,24,prior_payments_delayed,radio_tv,4706,100_to_500,1_to_4,3,female,none,3,car_other,46,none,own,1,skilled,1,none,yes,Risk
no_checking,19,credits_paid_to_date,car_used,2574,greater_1000,1_to_4,2,female,none,3,savings_insurance,28,none,own,1,skilled,1,none,yes,No Risk
less_0,32,prior_payments_delayed,radio_tv,4234,500_to_1000,4_to_7,4,male,none,3,car_other,35,none,free,2,skilled,1,none,yes,Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,savings_insurance,30,none,rent,1,skilled,1,none,yes,No Risk
no_checking,32,prior_payments_delayed,education,6332,100_to_500,4_to_7,5,female,none,5,savings_insurance,50,none,own,2,management_self-employed,2,yes,yes,Risk
no_checking,37,outstanding_credit,repairs,4580,greater_1000,greater_7,5,male,none,3,car_other,45,none,free,2,skilled,1,yes,yes,No Risk
0_to_200,39,credits_paid_to_date,furniture,4939,500_to_1000,greater_7,4,male,none,4,savings_insurance,33,none,free,2,skilled,1,none,yes,Risk
no_checking,8,credits_paid_to_date,furniture,3733,less_100,4_to_7,3,male,none,2,real_estate,41,none,own,1,skilled,1,none,yes,No Risk
no_checking,35,prior_payments_delayed,radio_tv,6461,unknown,greater_7,4,male,co-applicant,5,unknown,56,none,own,3,skilled,2,yes,yes,Risk
0_to_200,5,prior_payments_delayed,furniture,3207,less_100,less_1,3,female,none,3,savings_insurance,37,none,own,1,management_self-employed,1,yes,yes,No Risk
no_checking,36,prior_payments_delayed,furniture,8232,unknown,4_to_7,5,female,none,5,savings_insurance,49,none,own,2,skilled,2,yes,yes,No Risk
0_to_200,23,prior_payments_delayed,radio_tv,1060,100_to_500,4_to_7,2,male,none,2,car_other,44,none,free,1,skilled,1,yes,yes,No Risk
greater_200,29,prior_payments_delayed,appliances,3533,100_to_500,4_to_7,2,female,none,3,savings_insurance,44,none,own,1,skilled,1,none,yes,No Risk
0_to_200,4,all_credits_paid_back,car_new,250,less_100,less_1,2,female,none,2,real_estate,22,none,own,1,skilled,1,none,yes,No Risk
less_0,20,credits_paid_to_date,car_used,699,less_100,4_to_7,3,male,none,2,savings_insurance,27,none,own,1,skilled,1,none,yes,Risk
no_checking,23,prior_payments_delayed,furniture,6959,100_to_500,greater_7,4,male,none,4,savings_insurance,38,none,own,1,skilled,1,none,yes,Risk
no_checking,38,outstanding_credit,appliances,5682,greater_1000,greater_7,5,male,co-applicant,4,unknown,60,none,free,2,skilled,2,yes,yes,Risk
greater_200,26,credits_paid_to_date,furniture,5361,100_to_500,less_1,3,female,none,2,car_other,23,none,own,2,skilled,1,none,yes,No Risk
no_checking,48,outstanding_credit,repairs,6967,unknown,greater_7,4,female,co-applicant,5,unknown,54,none,free,2,skilled,2,yes,yes,Risk
less_0,20,prior_payments_delayed,car_used,250,less_100,4_to_7,2,female,none,2,savings_insurance,23,stores,own,1,unskilled,1,none,yes,No Risk
no_checking,34,outstanding_credit,furniture,9545,500_to_1000,4_to_7,3,male,co-applicant,3,unknown,44,none,free,2,skilled,2,yes,yes,Risk
less_0,20,credits_paid_to_date,car_new,2986,less_100,1_to_4,3,male,none,2,real_estate,47,none,own,1,skilled,1,yes,yes,No Risk
no_checking,37,prior_payments_delayed,radio_tv,5240,greater_1000,1_to_4,4,female,none,4,savings_insurance,54,none,own,2,skilled,2,yes,yes,No Risk
no_checking,15,credits_paid_to_date,furniture,4813,greater_1000,greater_7,3,female,none,3,unknown,49,none,own,2,skilled,1,yes,yes,Risk
less_0,10,all_credits_paid_back,car_used,1847,less_100,unemployed,1,female,none,3,car_other,27,none,own,1,skilled,1,none,yes,No Risk
no_checking,43,prior_payments_delayed,appliances,7393,500_to_1000,greater_7,5,male,co-applicant,4,savings_insurance,37,none,free,2,skilled,1,none,yes,No Risk
no_checking,30,outstanding_credit,furniture,5025,unknown,greater_7,4,male,none,5,savings_insurance,45,none,own,2,management_self-employed,2,yes,yes,No Risk
less_0,13,no_credits,car_new,250,less_100,1_to_4,2,female,none,2,real_estate,19,none,own,1,skilled,1,none,yes,No Risk
0_to_200,19,credits_paid_to_date,car_new,1796,less_100,less_1,3,male,none,2,real_estate,28,none,rent,1,skilled,1,none,yes,No Risk
no_checking,34,credits_paid_to_date,business,4674,500_to_1000,4_to_7,4,female,none,3,savings_insurance,44,none,own,2,skilled,1,none,yes,No Risk
no_checking,35,outstanding_credit,vacation,7408,500_to_1000,greater_7,5,male,co-applicant,3,unknown,50,none,free,2,skilled,2,yes,yes,Risk
0_to_200,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,29,credits_paid_to_date,radio_tv,4623,less_100,4_to_7,4,female,none,2,savings_insurance,35,none,own,1,skilled,1,none,yes,No Risk
0_to_200,7,all_credits_paid_back,car_used,250,less_100,unemployed,1,female,none,1,savings_insurance,23,none,own,1,skilled,1,none,yes,No Risk
0_to_200,23,outstanding_credit,car_used,4257,100_to_500,greater_7,3,male,none,3,car_other,39,bank,rent,2,unemployed,1,yes,yes,No Risk
no_checking,13,credits_paid_to_date,repairs,5355,100_to_500,1_to_4,3,female,none,2,real_estate,31,none,own,1,management_self-employed,2,none,yes,No Risk
less_0,8,prior_payments_delayed,car_new,3212,less_100,1_to_4,2,female,none,2,car_other,34,stores,own,1,skilled,1,none,yes,No Risk
no_checking,21,credits_paid_to_date,retraining,3167,100_to_500,greater_7,3,female,none,3,car_other,31,bank,own,1,unemployed,1,none,yes,Risk
0_to_200,17,credits_paid_to_date,car_used,1052,less_100,less_1,2,female,none,3,real_estate,28,none,own,1,skilled,1,none,yes,No Risk
0_to_200,4,all_credits_paid_back,car_new,250,less_100,1_to_4,2,male,none,1,real_estate,25,none,own,1,skilled,1,none,yes,No Risk
